,ID,ENTRYTYPE,author,bib-gs_bronze_gquerya,bib-scopus_bronze_querya,bib_id,booktitle,doi,isbn,issn,journal,note,number,pages,publisher,shorttitle,title,url,volume,year,assessment,data-type-tabular,data-type-text,data-type-image,task-disease-classification,task-risk-treatment-prediction,task-sd-training-augmentation,task-sd-realism,task-bias-evaluation,task-ner,task-ablation,model-bert_x,model-gpt_x,model-rnn_x,model-gan_x,model-attention-other_x,model-other-nn_x,Unnamed: 0,Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID,Assessment ,Primary Task,Secondary Task,Tertiary,disease-classification,disease-prediction,nn-synthetic-data-task-augmentation,non-nn-synthetic-data-task-augmentation,nlg,synthetic-data-realism,ner/entity-classification/re,bias-evaluation,qa,risk/treatment-prediction,scalability/performance,security task classification,embedding harmonization,patient-trial matching,ablation-study,PET A,PET B,PET C,PET Notes,Unnamed: 43,Data Type,Training Data Sources,Model,model-bert_y,model-gpt_y,model-gan_y,model-attention-other_y,model-lstm,model-rnn_y,model-diffusion,model-autoencoder,model-other-nn_y,Evaluation,Evaluation Data,evaluation-auroc,evaluation-auprc,Earliness,evaluation-auc,evaluation-accuracy,evaluation-average-diagnosis-time,evalutation-kappa,evaluation-loss,evaluation-f1,evaluation-precision,evaluation-recall,evaluation-perplexity,evaluation-r2,rp80,evaluation-similairity-GT,evaluation-similairity-dimensionwisedist(dwd),evaluation-pairwise-correlation-diff,evlaution-log-cluster,evaluation-synthetic-rank,evaluation-similairity-jensen-shannon-divergence,evaluation-similairity-dimensionwisestat(dws),evaluation-similairity-dimensionwiseavg(dwa),evaluation-similairity-dimensionwisepred(dwp),evaluation-similairity-dimensionwiseprob(dwp),evaluation-similairity-corr,evaluation-privacy-kl-divergence,evaluation-privacy-minkowshi-distance,evaluation-privacy-budget,evaluation-privacy-cosine-similairity,evaluation-similairity-normalized-distance,evaluation-survival-rate,evaluation-clinician,evaluation-error-rate,evaluation-similairity-jaccard,evaluation-hamming-loss,evaluation-bleu,evaluation-g-squared,evaluation-rogue,evaluation-bm25,evaluation-embedding-similairity,evaluation-cider,Clinical Domain,privacy-evaluation,privacy-evaluation notes,Summary,Conclusion,Notes,REPO
98,diao_deep-learning_2023,article,"Diao, Z. and Sun, F.",0.0,1.0,,,10.3390/pr11051329,,,Processes,,5,,,,A {Deep}-{Learning} {Neural} {Network} {Approach} for {Secure} {Wireless} {Communication} in the {Surveillance} of {Electronic} {Health} {Records},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160694890&doi=10.3390%2fpr11051329&partnerID=40&md5=734836c7daedcd4551199a93f471bbe1,11,2023.0,[NonHeatlh Task],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,diera_memorization_2023,inproceedings,"Diera, Andor and Lell, Nicolas and Garifullina, Aygul and Scherp, Ansgar",1.0,0.0,,,,,,,,,258--279,Springer,,Memorization of {Named} {Entities} in {Fine}-{Tuned} {BERT} {Models},,,2023.0,[NonHeatlh Task],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,dong_deep_2019,article,"Dong, X. and Chowdhury, S. and Qian, L. and Li, X. and Guan, Y. and Yang, J. and Yu, Q.",0.0,1.0,,,10.1371/journal.pone.0216046,,,PLoS ONE,,5,,,,Deep learning for named entity recognition on {Chinese} electronic medical records: {Combining} deep transfer learning with multitask bi-directional {LSTM} {RNN},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065567606&doi=10.1371%2fjournal.pone.0216046&partnerID=40&md5=9e50a103fec64ed1bd884efc3e35879b,14,2019.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,dos_santos_inteligencia_2024,article,"dos Santos, Valdislene Silva and de Sousa, Sara Jane Almeida and Santos, Layrane Mayara Lino and Mendes Filho, Luiz Augusto Machado and de Santana Porte, Marcelo and da Silva Taveira, Marcelo and de Oliveira Alexandre, Mauro Lemuel",1.0,0.0,,,,,1982-6125,Revista Brasileira de Pesquisa em Turismo,,,2896--2896,,,Inteligência artificial nos estudos e pesquisas em {Turismo} no {Brasil},,18,2024.0,[NonEnglish],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,du_contrast_2023,article,"Du, Chunhui and He, Hao and Jin, Yaohui",1.0,0.0,,,,,0924-669X,Applied Intelligence,Publisher: Springer,23,28895--28909,,,Contrast with major classifier vectors for federated medical relation extraction with heterogeneous label distribution,,53,2023.0,CL,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,duan_copifilter_2023,inproceedings,"Duan, J. and Liu, J.",0.0,1.0,,,10.1007/978-3-031-44216-2_9,,,,,,99--114,,,{CopiFilter}: {An} {Auxiliary} {Module} {Adapts} {Pre}-trained {Transformers} for {Medical} {Dialogue} {Summarization},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174582896&doi=10.1007%2f978-3-031-44216-2_9&partnerID=40&md5=66457ac01461586828a5ff3414297558,14257 LNCS,2023.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,dun_analysis_nodate,article,"DUN, OLUWATOYOSI MERCY AYE",1.0,0.0,,,,,,,,,,,,Analysis of {Smart} {Service} {Usage} in the {Healthcare} {Sector} in {Nigeria},,,,[No PET],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,dwivedi_artificial_2023,article,"Dwivedi, Yogesh K and Hughes, Laurie and Bhadeshia, Harshad KDH and Ananiadou, Sophia and Cohn, Anthony G and Cole, Jacqueline M and Conduit, Gareth J and Desarkar, Maunendra Sankar and Wang, Xinwei",1.0,0.0,,,,,0268-4012,International Journal of Information Management,Publisher: Elsevier,,102725,,,Artificial intelligence ({AI}) futures: {India}-{UK} collaborations emerging from the 4th {Royal} {Society} {Yusuf} {Hamied} workshop,,,2023.0,[No PET],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,ebadi_extracting_2024,article,"Ebadi, Nima and Morgan, Kellen and Tan, Adrian and Linares, Billy and Osborn, Sheri and Majors, Emma and Davis, Jeremy and Rios, Anthony",1.0,0.0,,,,,,arXiv preprint arXiv:2403.17363,,,,,,Extracting {Biomedical} {Entities} from {Noisy} {Audio} {Transcripts},,,2024.0,[Audio],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,eckman_position_nodate,inproceedings,"Eckman, Stephanie and Plank, Barbara and Kreuter, Frauke",1.0,0.0,,,,,,,,,,,,Position: {Insights} from {Survey} {Methodology} can {Improve} {Training} {Data},,,,[Commentary],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,estrada-valenciano_entity-matching_2022,article,"Estrada-Valenciano, Raúl and Muñiz-Sánchez, Víctor and De-la-Torre-Gutiérrez, Héctor",1.0,0.0,,,,,2227-7390,Mathematics,Publisher: MDPI,15,2564,,,An {Entity}-{Matching} {System} {Based} on {Multimodal} {Data} for {Two} {Major} {E}-{Commerce} {Stores} in {Mexico},,10,2022.0,[NonHealth Task],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,fabregat_-identification_2019,inproceedings,"Fabregat, H. and Duque, A. and Martinez-Romo, J. and Araujo, L.",0.0,1.0,,,,,,,,,663--670,,,De-identification through named entity recognition for medical document anonymization,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071190639&partnerID=40&md5=ea7cee7914f816109be8c6823b2b0db3,2421,2019.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,falis_can_2024,article,"Falis, Matúš and Gema, Aryo Pradipta and Dong, Hang and Daines, Luke and Basetti, Siddharth and Holder, Michael and Penfold, Rose S and Birch, Alexandra and Alex, Beatrice",1.0,0.0,,,,,,arXiv preprint arXiv:2401.13512,,,,,,Can {GPT}-3.5 {Generate} and {Code} {Discharge} {Summaries}?,,,2024.0,SD,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,fan_named_2019,inproceedings,"Fan, H. and Wang, D. and Ye, S.",0.0,1.0,,,10.1145/3374587.3374612,,,,,,278--282,,,Named entity extraction for {Chinese} electronic medical records,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081972476&doi=10.1145%2f3374587.3374612&partnerID=40&md5=a0a7e28c302df066b8eac0ca01049736,,2019.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,farahany_oversampling_2022,inproceedings,"Farahany, Z. and Wu, J. and Sajjadul Islam, K.M. and Madiraju, P.",0.0,1.0,,,10.1109/BigData55660.2022.10020253,,,,,,5253--5262,,,Oversampling techniques for predicting {COVID}-19 patient length of stay,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147962097&doi=10.1109%2fBigData55660.2022.10020253&partnerID=40&md5=bd731f9d8d94a60580317c6c31dd52f2,,2022.0,SD,1.0,0.0,0.0,,,,,,,,,,,,,,111.0,Farahany Z.; Wu J.; Sajjadul Islam K.M.; Madiraju P.,"Farahany, Zachariah (57348231000); Wu, Jiawei (57211108389); Sajjadul Islam, K.M. (58101091800); Madiraju, Praveen (6507994448)",57348231000; 57211108389; 58101091800; 6507994448,Oversampling techniques for predicting COVID-19 patient length of stay,2022.0,"Proceedings - 2022 IEEE International Conference on Big Data, Big Data 2022",,,,5253.0,5262.0,9.0,2.0,10.1109/BigData55660.2022.10020253,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147962097&doi=10.1109%2fBigData55660.2022.10020253&partnerID=40&md5=bd731f9d8d94a60580317c6c31dd52f2,Conference paper,Final,,Scopus,2-s2.0-85147962097,SD,Synthetic Oversampled Training Sets,Length of stay (LOS) prediction with COVID19,,0.0,1.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Synthetic Data,,SD,,,Tabular,Froedert Hospital in Wauwatosa Wisconsin,ANN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,F1,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COVID-19,-,-,"Model with raw data performed better expect for precision, synthetic samples did result in best model but raised percision.",,"NN not used for synthetic data, but rather syntheic data fed into NN",
113,farrell_past_2022,article,"Farrell, M.J. and Brierley, L. and Willoughby, A. and Yates, A. and Mideo, N.",0.0,1.0,,,10.1098/rspb.2021.2721,,,Proceedings of the Royal Society B: Biological Sciences,,1975,,,,Past and future uses of text mining in ecology and evolution,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130180705&doi=10.1098%2frspb.2021.2721&partnerID=40&md5=3ed3000f0dc1a814bf4d150ff72dbfff,289,2022.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,feder_causal-structure_2024,article,"Feder, Amir and Wald, Yoav and Shi, Claudia and Saria, Suchi and Blei, David",1.0,0.0,,,,,,Advances in Neural Information Processing Systems,,,,,,Causal-structure {Driven} {Augmentations} for {Text} {OOD} {Generalization},,36,2024.0,SD | [Poster],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,fianyi_unsupervised_2024,article,"Fianyi, Israel",1.0,0.0,,,,,,,Publisher: University of Tasmania,,,,,Unsupervised deep learning approach for information extraction,,,2024.0,[NonHealth Task],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,fields_survey_2024,article,"Fields, John and Chovanec, Kevin and Madiraju, Praveen",1.0,0.0,,,,,2169-3536,IEEE Access,Publisher: IEEE,,,,,A {Survey} of {Text} {Classification} with {Transformers}: {How} wide? {How} large? {How} long? {How} accurate? {How} expensive? {How} safe?,,,2024.0,[NonHealth Task],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,filippini_large_2024,article,"Filippini, Felix",1.0,0.0,,,,,,,,,,,,Large {Language} {Models} in {Dutch} {Healthcare},,,2024.0,[No PET],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,firoz_dual_2024,inproceedings,"Firoz, Neda and Berestneva, Olga and Aksyonov, Sergey V",1.0,0.0,,,,9798350395044,,,,,928--937,IEEE,,Dual {Layer} {Cogni}-{Insight} {Deep}-{Mood} {Encoder}: {A} {Two}-{Tiered} {Approach} for {Depression} {Detection},,,2024.0,[No PET],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,frisoni_cogito_2023,inproceedings,"Frisoni, G. and Italiani, P. and Salvatori, S. and Moro, G.",0.0,1.0,,,,,,,,,12781--12789,,,Cogito {Ergo} {Summ}: {Abstractive} {Summarization} of {Biomedical} {Papers} via {Semantic} {Parsing} {Graphs} and {Consistency} {Rewards},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85168014584&partnerID=40&md5=e1ed524e25408b6208e603c5ff8303d6,37,2023.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,fu_fedfsa:_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0,Fu S.; Jia H.; Vassilaki M.; Keloth V.K.; Dang Y.; Zhou Y.; Garg M.; Petersen R.C.; St Sauver J.; Moon S.; Wang L.; Wen A.; Li F.; Xu H.; Tao C.; Fan J.; Liu H.; Sohn S.,"Fu, Sunyang (57204524255); Jia, Heling (58937413300); Vassilaki, Maria (6602472650); Keloth, Vipina K. (57207271008); Dang, Yifang (57225101371); Zhou, Yujia (57208207129); Garg, Muskan (57201597990); Petersen, Ronald C. (58959530900); St Sauver, Jennifer (8042985400); Moon, Sungrim (57199706262); Wang, Liwei (56044356400); Wen, Andrew (57203248254); Li, Fang (57207457538); Xu, Hua (57215023364); Tao, Cui (8245410000); Fan, Jungwei (16401680100); Liu, Hongfang (7409753328); Sohn, Sunghwan (7101646425)",57204524255; 58937413300; 6602472650; 57207271008; 57225101371; 57208207129; 57201597990; 58959530900; 8042985400; 57199706262; 56044356400; 57203248254; 57207457538; 57215023364; 8245410000; 16401680100; 7409753328; 7101646425,FedFSA: Hybrid and federated framework for functional status ascertainment across institutions,2024.0,Journal of Biomedical Informatics,152,,104623.0,,,,0.0,10.1016/j.jbi.2024.104623,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85187660555&doi=10.1016%2fj.jbi.2024.104623&partnerID=40&md5=fb15c0b9960b0ab2b0d75f41d138cd64,Article,Final,,Scopus,2-s2.0-85187660555,FL,ADL NER ,,,0.0,0.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Federated Learning,,CL,,,Unstructured Text,"4 Sites of Clinical Notes: Mayo Clinic, University of Texas, Olmstead medical center, ","BERT, FedAVG",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Functional Status,-,-,outperformed nonFL model,,Functional Status,
121,fu_fedfsa_2024,article,"Fu, Sunyang and Jia, Heling and Vassilaki, Maria and Keloth, Vipina K and Dang, Yifang and Zhou, Yujia and Garg, Muskan and Petersen, Ronald C and St Sauver, Jennifer and Moon, Sungrim Fu, S. and Jia, H. and Vassilaki, M. and Keloth, V.K. and Dang, Y. and Zhou, Y. and Garg, M. and Petersen, R.C. and St Sauver, J. and Moon, S. and Wang, L. and Wen, A. and Li, F. and Xu, H. and Tao, C. and Fan, J. and Liu, H. and Sohn, S.",1.0,1.0,,,nan 10.1016/j.jbi.2024.104623,,1532-0464 nan,Journal of Biomedical Informatics,Publisher: Elsevier nan,,104623 nan,,,{FedFSA}: {Hybrid} and federated framework for functional status ascertainment across institutions,nan https://www.scopus.com/inward/record.uri?eid=2-s2.0-85187660555&doi=10.1016%2fj.jbi.2024.104623&partnerID=40&md5=fb15c0b9960b0ab2b0d75f41d138cd64,152,2024.0,CL,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,gabriel_how_2023,article,"Gabriel, R.A. and Mariano, E.R. and McAuley, J. and Wu, C.L.",0.0,1.0,,,10.1136/rapm-2023-104637,,,Regional Anesthesia and Pain Medicine,,11,575--577,,,How large language models can augment perioperative medicine: {A} daring discourse,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85164504512&doi=10.1136%2frapm-2023-104637&partnerID=40&md5=2db8d4575923eb36e448de933f83069c,48,2023.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,gao_drbench_2023,article,"Gao, Y. and Dligach, D. and Miller, T. and Caskey, J. and Sharma, B. and Churpek, M.M. and Afshar, M.",0.0,1.0,,,10.1016/j.jbi.2023.104286,,,Journal of Biomedical Informatics,,,,,,{DR}.{BENCH}: {Diagnostic} {Reasoning} {Benchmark} for {Clinical} {Natural} {Language} {Processing},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85148773089&doi=10.1016%2fj.jbi.2023.104286&partnerID=40&md5=9f246a38ab486115cc5e07eb00704bdb,138,2023.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,gao_improving_2024,article,"Gao, Z. and Liu, X. and Kang, Y. and Hu, P. and Zhang, X. and Yan, W. and Yan, M. and Yu, P. and Zhang, Q. and Xiao, W. and Zhang, Z.",0.0,1.0,,,10.2196/54363,,,Journal of Medical Internet Research,,,,,,Improving the {Prognostic} {Evaluation} {Precision} of {Hospital} {Outcomes} for {Heart} {Failure} {Using} {Admission} {Notes} and {Clinical} {Tabular} {Data}: {Multimodal} {Deep} {Learning} {Model},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85192047490&doi=10.2196%2f54363&partnerID=40&md5=b1c668f7a0f84ef88228d620da7ba97f,26,2024.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,gao_summarizing_2022,inproceedings,"Gao, Y. and Dligach, D. and Miller, T. and Xu, D. and Churpek, M.M. and Afshar, M.",0.0,1.0,,,,,,,Issue: 1,,2979--2991,,,Summarizing {Patients}’ {Problems} from {Hospital} {Progress} {Notes} {Using} {Pre}-trained {Sequence}-to-{Sequence} {Models},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160196098&partnerID=40&md5=860e2c413e622990f3e18ee8d5114b26,29,2022.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,garcia-barragan_gpt_2024,article,"García-Barragán, Á. and González Calatayud, A. and Solarte-Pabón, O. and Provencio, M. and Menasalvas, E. and Robles, V.",0.0,1.0,,,10.1007/s11042-024-19209-5,,,Multimedia Tools and Applications,,,,,,{GPT} for medical entity recognition in {Spanish},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85191098262&doi=10.1007%2fs11042-024-19209-5&partnerID=40&md5=ff4502258e8daa8f5a2cea6983c77e61,,2024.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,gautam_discourse-aware_2024,article,"Gautam, Akash Kumar and Lange, Lukas and Strötgen, Jannik",1.0,0.0,,,,,,arXiv preprint arXiv:2404.07775,,,,,,Discourse-{Aware} {In}-{Context} {Learning} for {Temporal} {Expression} {Normalization},,,2024.0,[No PET],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,gayathri_hegde_comparative_2023,inproceedings,"Gayathri Hegde, M. and Shenoy, P.D. and Venugopal, K.R.",0.0,1.0,,,10.1109/TEMSCON-ASPAC59527.2023.10531360,,,,,,,,,A {Comparative} {Study} of {Neural} {Network} and {Machine} {Learning} on {Privacy} {Preserving} {Federated} {Learning} for {Healthcare} {Applications},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85195150201&doi=10.1109%2fTEMSCON-ASPAC59527.2023.10531360&partnerID=40&md5=02452c69422317615e24f488d1cdcae6,,2023.0,CL,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,gayathri_hegde_preserving_2023,inproceedings,"Gayathri Hegde, M. and Shrishti Bekal, M. and Shenoy, P.D. and Venugopal, K.R.",0.0,1.0,,,10.1109/R10-HTC57504.2023.10461823,,,,,,853--859,,,Preserving {Privacy} and {Security} of {Electronic} {Health} {Records} using {Blockchain}-based {Federated} {Learning} ({BFL}) {Framework},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85189544870&doi=10.1109%2fR10-HTC57504.2023.10461823&partnerID=40&md5=1c21b1695c6742737ed2bfeb152fa508,,2023.0,CL-SD,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,ge_predicting_2019,article,"Ge, Y. and Wang, Q. and Wang, L. and Wu, H. and Peng, C. and Wang, J. and Xu, Y. and Xiong, G. and Zhang, Y. and Yi, Y.",0.0,1.0,,,10.1016/j.ijmedinf.2019.103986,,,International Journal of Medical Informatics,,,,,,Predicting post-stroke pneumonia using deep neural network approaches,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073188047&doi=10.1016%2fj.ijmedinf.2019.103986&partnerID=40&md5=c8dcf5a500adfb55dc24487924b72e87,132,2019.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,gebreab_llm-based_2024,inproceedings,"Gebreab, S.A. and Salah, K. and Jayaraman, R. and Rehman, M.H.U. and Ellaham, S.",0.0,1.0,,,10.1109/ISDFS60797.2024.10527275,,,,,,,,,{LLM}-{Based} {Framework} for {Administrative} {Task} {Automation} in {Healthcare},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85194061609&doi=10.1109%2fISDFS60797.2024.10527275&partnerID=40&md5=c1ec3ed105418492b105cd5af7fb5202,,2024.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
